pfamID	Uniprot_ID	seq id	alignment start	alignment end	Pfam_description.
P0C7N5	OR8U9_HUMAN	OR8U9	31	308	Olfactory receptor
P0C7N8	OR9G9_HUMAN	OR9G9	30	305	Olfactory receptor
P0C7T2	OR2T7_HUMAN	OR2T7	21	298	Olfactory receptor
P0C7T3	O56A5_HUMAN	OR56A5	34	312	Olfactory receptor
P0DMU2	OR83P_HUMAN	OR8G3P	31	308	Olfactory receptor
P0DN80	OR5H8_HUMAN	OR5H8	31	307	Olfactory receptor
P0DN81	O13C7_HUMAN	OR13C7	32	315	Olfactory receptor
P0DN82	O12D1_HUMAN	OR12D1	29	300	Olfactory receptor
P30953	OR1E1_HUMAN	OR1E1	31	308	Olfactory receptor
P34982	OR1D2_HUMAN	OR1D2	31	307	Olfactory receptor
P47881	OR3A1_HUMAN	OR3A1	34	311	Olfactory receptor
P47883	OR3A4_HUMAN	OR3A4P	34	303	Olfactory receptor
P47884	OR1D4_HUMAN	OR1D4	31	306	Olfactory receptor
P47887	OR1E2_HUMAN	OR1E2	31	317	Olfactory receptor
P47888	OR3A3_HUMAN	OR3A3	40	317	Olfactory receptor
P47890	OR1G1_HUMAN	OR1G1	31	308	Olfactory receptor
P47893	OR3A2_HUMAN	OR3A2	40	317	Olfactory receptor
P58170	OR1D5_HUMAN	OR1D5	31	306	Olfactory receptor
P58173	OR2B6_HUMAN	OR2B6	31	309	Olfactory receptor
P58180	OR4D2_HUMAN	OR4D2	31	304	Olfactory receptor
P58181	O10A3_HUMAN	OR10A3	31	308	Olfactory receptor
P58182	O12D2_HUMAN	OR12D2	29	306	Olfactory receptor
P59922	OR2B8_HUMAN	OR2B8P	31	308	Olfactory receptor
Q13606	OR5I1_HUMAN	OR5I1	33	310	Olfactory receptor
Q13607	OR2F1_HUMAN	OR2F1	31	307	Olfactory receptor
Q15612	OR1Q1_HUMAN	OR1Q1	31	308	Olfactory receptor
Q15615	OR4D1_HUMAN	OR4D1	31	303	Olfactory receptor
Q15617	OR8G1_HUMAN	OR8G1	31	308	Olfactory receptor
Q15619	OR1C1_HUMAN	OR1C1	31	308	Olfactory receptor
Q15620	OR8B8_HUMAN	OR8B8	31	308	Olfactory receptor
Q15622	OR7A5_HUMAN	OR7A5	31	307	Olfactory receptor
Q5JQS5	OR2BB_HUMAN	OR2B11	35	312	Olfactory receptor
Q5JRS4	O10J3_HUMAN	OR10J3	32	270	Olfactory receptor
Q5TZ20	OR2G6_HUMAN	OR2G6	31	307	Olfactory receptor
Q6IEU7	OR5MA_HUMAN	OR5M10	31	308	Olfactory receptor
Q6IEV9	OR4CB_HUMAN	OR4C11	29	303	Olfactory receptor
Q6IEY1	OR4F3_HUMAN	OR4F3	31	305	Olfactory receptor
Q6IEZ7	OR2T5_HUMAN	OR2T5	35	312	Olfactory receptor
Q6IF00	OR2T2_HUMAN	OR2T2	32	308	Olfactory receptor
Q6IF36	O8G2P_HUMAN	OR8G2P	44	303	Olfactory receptor
Q6IF42	OR2A2_HUMAN	OR2A2	30	307	Olfactory receptor
Q6IF63	O52W1_HUMAN	OR52W1	36	316	Olfactory receptor
Q6IF82	O4A47_HUMAN	OR4A47	29	302	Olfactory receptor
Q6IF99	O10K2_HUMAN	OR10K2	31	308	Olfactory receptor
Q6IFG1	O52E8_HUMAN	OR52E8	37	315	Olfactory receptor
Q6IFH4	OR6B2_HUMAN	OR6B2	31	307	Olfactory receptor
Q6IFN5	O7E24_HUMAN	OR7E24	49	325	Olfactory receptor
Q7Z3T1	OR2W3_HUMAN	OR2W3	31	308	Olfactory receptor
Q8IXE1	OR4N5_HUMAN	OR4N5	30	305	Olfactory receptor
Q8N0Y3	OR4N4_HUMAN	OR4N4	31	305	Olfactory receptor
Q8N0Y5	OR8I2_HUMAN	OR8I2	31	307	Olfactory receptor
Q8N127	O5AS1_HUMAN	OR5AS1	31	307	Olfactory receptor
Q8N146	OR8H3_HUMAN	OR8H3	32	308	Olfactory receptor
Q8N148	OR6V1_HUMAN	OR6V1	29	305	Olfactory receptor
Q8N162	OR8H2_HUMAN	OR8H2	32	308	Olfactory receptor
Q8N349	OR2LD_HUMAN	OR2L13	27	306	Olfactory receptor
Q8N628	OR2C3_HUMAN	OR2C3	32	309	Olfactory receptor
Q8NG75	OR5T1_HUMAN	OR5T1	43	320	Olfactory receptor
Q8NG76	O2T33_HUMAN	OR2T33	27	305	Olfactory receptor
Q8NG77	O2T12_HUMAN	OR2T12	28	305	Olfactory receptor
Q8NG78	OR8G5_HUMAN	OR8G5	66	343	Olfactory receptor
Q8NG80	OR2L5_HUMAN	OR2L5	30	307	Olfactory receptor
Q8NG81	OR2M7_HUMAN	OR2M7	31	308	Olfactory receptor
Q8NG83	OR2M3_HUMAN	OR2M3	31	308	Olfactory receptor
Q8NG84	O2AK2_HUMAN	OR2AK2	46	322	Olfactory receptor
Q8NG85	OR2L3_HUMAN	OR2L3	30	306	Olfactory receptor
Q8NG92	O13H1_HUMAN	OR13H1	31	307	Olfactory receptor
Q8NG94	O11H1_HUMAN	OR11H1	46	323	Olfactory receptor
Q8NG95	OR7G3_HUMAN	OR7G3	31	308	Olfactory receptor
Q8NG97	OR2Z1_HUMAN	OR2Z1	31	308	Olfactory receptor
Q8NG98	OR7D4_HUMAN	OR7D4	31	308	Olfactory receptor
Q8NG99	OR7G2_HUMAN	OR7G2	31	307	Olfactory receptor
Q8NGA0	OR7G1_HUMAN	OR7G1	31	307	Olfactory receptor
Q8NGA1	OR1M1_HUMAN	OR1M1	31	308	Olfactory receptor
Q8NGA2	OR7A2_HUMAN	OR7A2P	32	309	Olfactory receptor
Q8NGA5	O10H4_HUMAN	OR10H4	32	310	Olfactory receptor
Q8NGA6	O10H5_HUMAN	OR10H5	31	309	Olfactory receptor
Q8NGA8	O4F17_HUMAN	OR4F17	23	296	Olfactory receptor
Q8NGB2	OR4C5_HUMAN	OR4C5	52	318	Olfactory receptor
Q8NGB4	OR4S1_HUMAN	OR4S1	29	303	Olfactory receptor
Q8NGB6	OR4M2_HUMAN	OR4M2	31	307	Olfactory receptor
Q8NGB8	O4F15_HUMAN	OR4F15	30	304	Olfactory receptor
Q8NGB9	OR4F6_HUMAN	OR4F6	31	304	Olfactory receptor
Q8NGC0	O5AU1_HUMAN	OR5AU1	82	359	Olfactory receptor
Q8NGC1	O11G2_HUMAN	OR11G2	69	344	Olfactory receptor
Q8NGC2	OR4E2_HUMAN	OR4E2	31	304	Olfactory receptor
Q8NGC3	O10G2_HUMAN	OR10G2	35	309	Olfactory receptor
Q8NGC4	O10G3_HUMAN	OR10G3	31	306	Olfactory receptor
Q8NGC5	OR6J1_HUMAN	OR6J1	30	306	Olfactory receptor
Q8NGC6	OR4KH_HUMAN	OR4K17	34	307	Olfactory receptor
Q8NGC7	O11H6_HUMAN	OR11H6	48	325	Olfactory receptor
Q8NGC8	O11H7_HUMAN	OR11H7	31	308	Olfactory receptor
Q8NGC9	O11H4_HUMAN	OR11H4	41	317	Olfactory receptor
Q8NGD0	OR4M1_HUMAN	OR4M1	31	307	Olfactory receptor
Q8NGD1	OR4N2_HUMAN	OR4N2	30	305	Olfactory receptor
Q8NGD2	OR4K2_HUMAN	OR4K2	31	304	Olfactory receptor
Q8NGD3	OR4K5_HUMAN	OR4K5	31	305	Olfactory receptor
Q8NGD4	OR4K1_HUMAN	OR4K1	31	304	Olfactory receptor
Q8NGD5	OR4KE_HUMAN	OR4K14	31	306	Olfactory receptor
Q8NGE0	O10AD_HUMAN	OR10AD1	31	309	Olfactory receptor
Q8NGE1	OR6C4_HUMAN	OR6C4	29	307	Olfactory receptor
Q8NGE2	O2AP1_HUMAN	OR2AP1	29	307	Olfactory receptor
Q8NGE3	O10P1_HUMAN	OR10P1	31	309	Olfactory receptor
Q8NGE5	O10A7_HUMAN	OR10A7	31	308	Olfactory receptor
Q8NGE7	OR9K2_HUMAN	OR9K2	56	331	Olfactory receptor
Q8NGE8	OR4D9_HUMAN	OR4D9	31	304	Olfactory receptor
Q8NGE9	OR9Q2_HUMAN	OR9Q2	31	308	Olfactory receptor
Q8NGF0	O52B6_HUMAN	OR52B6	51	330	Olfactory receptor
Q8NGF1	O52R1_HUMAN	OR52R1	34	312	Olfactory receptor
Q8NGF3	O51D1_HUMAN	OR51D1	44	322	Olfactory receptor
Q8NGF4	O5AP2_HUMAN	OR5AP2	37	314	Olfactory receptor
Q8NGF6	O10W1_HUMAN	OR10W1	22	299	Olfactory receptor
Q8NGF7	OR5BH_HUMAN	OR5B17	29	306	Olfactory receptor
Q8NGF8	OR4B1_HUMAN	OR4B1	29	303	Olfactory receptor
Q8NGF9	OR4X2_HUMAN	OR4X2	23	297	Olfactory receptor
Q8NGG0	OR8J3_HUMAN	OR8J3	31	307	Olfactory receptor
Q8NGG1	OR8J2_HUMAN	OR8J2	31	307	Olfactory receptor
Q8NGG2	OR5T2_HUMAN	OR5T2	70	347	Olfactory receptor
Q8NGG3	OR5T3_HUMAN	OR5T3	61	337	Olfactory receptor
Q8NGG4	OR8H1_HUMAN	OR8H1	31	307	Olfactory receptor
Q8NGG5	OR8K1_HUMAN	OR8K1	37	314	Olfactory receptor
Q8NGG6	OR8BC_HUMAN	OR8B12	30	307	Olfactory receptor
Q8NGG7	OR8A1_HUMAN	OR8A1	48	324	Olfactory receptor
Q8NGG8	OR8B3_HUMAN	OR8B3	31	307	Olfactory receptor
Q8NGH3	OR2D3_HUMAN	OR2D3	47	324	Olfactory receptor
Q8NGH5	O56A1_HUMAN	OR56A1	38	316	Olfactory receptor
Q8NGH6	O52L2_HUMAN	OR52L2P	49	319	Olfactory receptor
Q8NGH7	O52L1_HUMAN	OR52L1	49	328	Olfactory receptor
Q8NGH8	O56A4_HUMAN	OR56A4	34	312	Olfactory receptor
Q8NGH9	O52E4_HUMAN	OR52E4	33	311	Olfactory receptor
Q8NGI0	O52N2_HUMAN	OR52N2	33	313	Olfactory receptor
Q8NGI1	O56B2_HUMAN	OR56B2P	40	317	Olfactory receptor
Q8NGI2	O52N4_HUMAN	OR52N4	33	313	Olfactory receptor
Q8NGI3	O56B1_HUMAN	OR56B1	40	318	Olfactory receptor
Q8NGI4	OR4DB_HUMAN	OR4D11	31	304	Olfactory receptor
Q8NGI6	OR4DA_HUMAN	OR4D10	31	304	Olfactory receptor
Q8NGI7	O10V1_HUMAN	OR10V1	31	308	Olfactory receptor
Q8NGI8	O5AN1_HUMAN	OR5AN1	32	309	Olfactory receptor
Q8NGI9	OR5A2_HUMAN	OR5A2	21	309	Olfactory receptor
Q8NGJ0	OR5A1_HUMAN	OR5A1	34	311	Olfactory receptor
Q8NGJ1	OR4D6_HUMAN	OR4D6	31	304	Olfactory receptor
Q8NGJ2	O52H1_HUMAN	OR52H1	39	318	Olfactory receptor
Q8NGJ3	O52E1_HUMAN	OR52E1	30	308	Olfactory receptor
Q8NGJ4	O52E2_HUMAN	OR52E2	33	311	Olfactory receptor
Q8NGJ5	O51L1_HUMAN	OR51L1	33	312	Olfactory receptor
Q8NGJ6	O51A4_HUMAN	OR51A4	33	311	Olfactory receptor
Q8NGJ7	O51A2_HUMAN	OR51A2	33	311	Olfactory receptor
Q8NGJ8	O51S1_HUMAN	OR51S1	39	317	Olfactory receptor
Q8NGJ9	O51T1_HUMAN	OR51T1	33	312	Olfactory receptor
Q8NGK0	O51G2_HUMAN	OR51G2	36	314	Olfactory receptor
Q8NGK1	O51G1_HUMAN	OR51G1	33	311	Olfactory receptor
Q8NGK2	O52B4_HUMAN	OR52B4	33	312	Olfactory receptor
Q8NGK3	O52K2_HUMAN	OR52K2	33	312	Olfactory receptor
Q8NGK4	O52K1_HUMAN	OR52K1	33	312	Olfactory receptor
Q8NGK5	O52M1_HUMAN	OR52M1	33	311	Olfactory receptor
Q8NGK6	O52I1_HUMAN	OR52I1	35	315	Olfactory receptor
Q8NGK9	OR5DG_HUMAN	OR5D16	33	310	Olfactory receptor
Q8NGL0	OR5L2_HUMAN	OR5L2	31	308	Olfactory receptor
Q8NGL1	OR5DI_HUMAN	OR5D18	32	309	Olfactory receptor
Q8NGL2	OR5L1_HUMAN	OR5L1	31	308	Olfactory receptor
Q8NGL3	OR5DE_HUMAN	OR5D14	33	310	Olfactory receptor
Q8NGL4	OR5DD_HUMAN	OR5D13	33	310	Olfactory receptor
Q8NGL6	O4A15_HUMAN	OR4A15	59	333	Olfactory receptor
Q8NGL7	OR4P4_HUMAN	OR4P4	29	303	Olfactory receptor
Q8NGL9	OR4CG_HUMAN	OR4C16	29	303	Olfactory receptor
Q8NGM1	OR4CF_HUMAN	OR4C15	29	303	Olfactory receptor
Q8NGM8	OR6M1_HUMAN	OR6M1	29	307	Olfactory receptor
Q8NGM9	OR8D4_HUMAN	OR8D4	28	308	Olfactory receptor
Q8NGN0	OR4D5_HUMAN	OR4D5	31	305	Olfactory receptor
Q8NGN1	OR6T1_HUMAN	OR6T1	31	306	Olfactory receptor
Q8NGN2	O10S1_HUMAN	OR10S1	44	320	Olfactory receptor
Q8NGN3	O10G4_HUMAN	OR10G4	29	304	Olfactory receptor
Q8NGN4	O10G9_HUMAN	OR10G9	29	304	Olfactory receptor
Q8NGN5	O10G8_HUMAN	OR10G8	29	304	Olfactory receptor
Q8NGN6	O10G7_HUMAN	OR10G7	29	303	Olfactory receptor
Q8NGN7	O10D4_HUMAN	OR10D4P	29	296	Olfactory receptor
Q8NGN8	OR4A4_HUMAN	OR4A4P	29	299	Olfactory receptor
Q8NGP0	OR4CD_HUMAN	OR4C13	29	303	Olfactory receptor
Q8NGP2	OR8J1_HUMAN	OR8J1	31	309	Olfactory receptor
Q8NGP3	OR5M9_HUMAN	OR5M9	29	306	Olfactory receptor
Q8NGP4	OR5M3_HUMAN	OR5M3	29	306	Olfactory receptor
Q8NGP6	OR5M8_HUMAN	OR5M8	30	307	Olfactory receptor
Q8NGP8	OR5M1_HUMAN	OR5M1	31	308	Olfactory receptor
Q8NGP9	O5AR1_HUMAN	OR5AR1	31	308	Olfactory receptor
Q8NGQ1	OR9G4_HUMAN	OR9G4	46	322	Olfactory receptor
Q8NGQ2	OR6Q1_HUMAN	OR6Q1	33	312	Olfactory receptor
Q8NGQ3	OR1S2_HUMAN	OR1S2	44	321	Olfactory receptor
Q8NGQ4	O10Q1_HUMAN	OR10Q1	35	313	Olfactory receptor
Q8NGQ5	OR9Q1_HUMAN	OR9Q1	31	307	Olfactory receptor
Q8NGQ6	OR9I1_HUMAN	OR9I1	31	307	Olfactory receptor
Q8NGR1	O13A1_HUMAN	OR13A1	48	324	Olfactory receptor
Q8NGR2	OR1L6_HUMAN	OR1L6	68	343	Olfactory receptor
Q8NGR3	OR1K1_HUMAN	OR1K1	32	309	Olfactory receptor
Q8NGR4	OR5C1_HUMAN	OR5C1	34	311	Olfactory receptor
Q8NGR5	OR1L4_HUMAN	OR1L4	32	308	Olfactory receptor
Q8NGR6	OR1B1_HUMAN	OR1B1	33	313	Olfactory receptor
Q8NGR8	OR1L8_HUMAN	OR1L8	32	308	Olfactory receptor
Q8NGR9	OR1N2_HUMAN	OR1N2	48	325	Olfactory receptor
Q8NGS0	OR1N1_HUMAN	OR1N1	29	306	Olfactory receptor
Q8NGS1	OR1J4_HUMAN	OR1J4	31	308	Olfactory receptor
Q8NGS2	OR1J2_HUMAN	OR1J2	31	308	Olfactory receptor
Q8NGS3	OR1J1_HUMAN	OR1J1	31	308	Olfactory receptor
Q8NGS4	O13F1_HUMAN	OR13F1	30	308	Olfactory receptor
Q8NGS5	O13C4_HUMAN	OR13C4	31	314	Olfactory receptor
Q8NGS6	O13C3_HUMAN	OR13C3	61	344	Olfactory receptor
Q8NGS7	O13C8_HUMAN	OR13C8	31	314	Olfactory receptor
Q8NGS8	O13C5_HUMAN	OR13C5	31	314	Olfactory receptor
Q8NGS9	O13C2_HUMAN	OR13C2	31	314	Olfactory receptor
Q8NGT0	O13C9_HUMAN	OR13C9	31	313	Olfactory receptor
Q8NGT1	OR2K2_HUMAN	OR2K2	30	306	Olfactory receptor
Q8NGT2	O13J1_HUMAN	OR13J1	31	307	Olfactory receptor
Q8NGT5	OR9A2_HUMAN	OR9A2	30	303	Olfactory receptor
Q8NGT7	O2A12_HUMAN	OR2A12	30	307	Olfactory receptor
Q8NGT9	OR2A1_HUMAN	OR2A1	30	307	Olfactory receptor
Q8NGU1	OR9A1_HUMAN	OR9A1P	30	262	Olfactory receptor
Q8NGU2	OR9A4_HUMAN	OR9A4	30	308	Olfactory receptor
Q8NGU4	OR2I1_HUMAN	OR2I1P	31	308	Olfactory receptor
Q8NGV0	OR2Y1_HUMAN	OR2Y1	29	306	Olfactory receptor
Q8NGV5	O13D1_HUMAN	OR13D1	62	340	Olfactory receptor
Q8NGV6	OR5H6_HUMAN	OR5H6	47	324	Olfactory receptor
Q8NGV7	OR5H2_HUMAN	OR5H2	36	313	Olfactory receptor
Q8NGW1	OR6B3_HUMAN	OR6B3	31	307	Olfactory receptor
Q8NGW6	OR6K6_HUMAN	OR6K6	59	335	Olfactory receptor
Q8NGX0	O11L1_HUMAN	OR11L1	31	308	Olfactory receptor
Q8NGX1	O2T34_HUMAN	OR2T34	36	313	Olfactory receptor
Q8NGX2	O2T35_HUMAN	OR2T35	32	307	Olfactory receptor
Q8NGX3	O10T2_HUMAN	OR10T2	32	307	Olfactory receptor
Q8NGX5	O10K1_HUMAN	OR10K1	31	308	Olfactory receptor
Q8NGX6	O10R2_HUMAN	OR10R2	51	328	Olfactory receptor
Q8NGX8	OR6Y1_HUMAN	OR6Y1	36	313	Olfactory receptor
Q8NGX9	OR6P1_HUMAN	OR6P1	31	308	Olfactory receptor
Q8NGY0	O10X1_HUMAN	OR10X1	47	321	Olfactory receptor
Q8NGY1	O10Z1_HUMAN	OR10Z1	31	308	Olfactory receptor
Q8NGY2	OR6K2_HUMAN	OR6K2	31	309	Olfactory receptor
Q8NGY3	OR6K3_HUMAN	OR6K3	47	324	Olfactory receptor
Q8NGY5	OR6N1_HUMAN	OR6N1	31	307	Olfactory receptor
Q8NGY6	OR6N2_HUMAN	OR6N2	31	308	Olfactory receptor
Q8NGY7	O10J6_HUMAN	OR10J6P	31	269	Olfactory receptor
Q8NGY9	OR2L8_HUMAN	OR2L8	30	306	Olfactory receptor
Q8NGZ0	O2AJ1_HUMAN	OR2AJ1	31	308	Olfactory receptor
Q8NGZ2	O14K1_HUMAN	OR14K1	29	306	Olfactory receptor
Q8NGZ3	O13G1_HUMAN	OR13G1	28	304	Olfactory receptor
Q8NGZ4	OR2G3_HUMAN	OR2G3	30	308	Olfactory receptor
Q8NGZ5	OR2G2_HUMAN	OR2G2	34	311	Olfactory receptor
Q8NGZ6	OR6F1_HUMAN	OR6F1	31	308	Olfactory receptor
Q8NGZ9	O2T10_HUMAN	OR2T10	29	309	Olfactory receptor
Q8NH00	OR2T4_HUMAN	OR2T4	62	340	Olfactory receptor
Q8NH01	O2T11_HUMAN	OR2T11	28	304	Olfactory receptor
Q8NH02	O2T29_HUMAN	OR2T29	34	312	Olfactory receptor
Q8NH03	OR2T3_HUMAN	OR2T3	36	313	Olfactory receptor
Q8NH04	O2T27_HUMAN	OR2T27	30	307	Olfactory receptor
Q8NH05	OR4Q3_HUMAN	OR4Q3	31	305	Olfactory receptor
Q8NH06	OR1P1_HUMAN	OR1P1	45	323	Olfactory receptor
Q8NH07	O11H2_HUMAN	OR11H2	46	323	Olfactory receptor
Q8NH08	O10AC_HUMAN	OR10AC1	32	312	Olfactory receptor
Q8NH09	OR8S1_HUMAN	OR8S1	31	301	Olfactory receptor
Q8NH10	OR8U1_HUMAN	OR8U1	31	308	Olfactory receptor
Q8NH16	OR2L2_HUMAN	OR2L2	29	307	Olfactory receptor
Q8NH18	OR5J2_HUMAN	OR5J2	31	308	Olfactory receptor
Q8NH19	O10AG_HUMAN	OR10AG1	22	299	Olfactory receptor
Q8NH21	OR4F5_HUMAN	OR4F5	23	296	Olfactory receptor
Q8NH37	OR4C3_HUMAN	OR4C3	29	301	Olfactory receptor
Q8NH40	OR6S1_HUMAN	OR6S1	33	311	Olfactory receptor
Q8NH41	OR4KF_HUMAN	OR4K15	55	328	Olfactory receptor
Q8NH42	OR4KD_HUMAN	OR4K13	31	304	Olfactory receptor
Q8NH43	OR4L1_HUMAN	OR4L1	31	304	Olfactory receptor
Q8NH48	OR5B3_HUMAN	OR5B3	29	306	Olfactory receptor
Q8NH49	OR4X1_HUMAN	OR4X1	29	303	Olfactory receptor
Q8NH50	OR8K5_HUMAN	OR8K5	31	307	Olfactory receptor
Q8NH51	OR8K3_HUMAN	OR8K3	31	306	Olfactory receptor
Q8NH53	O52N1_HUMAN	OR52N1	33	313	Olfactory receptor
Q8NH54	O56A3_HUMAN	OR56A3	35	313	Olfactory receptor
Q8NH55	O52E5_HUMAN	OR52E5	33	309	Olfactory receptor
Q8NH56	O52N5_HUMAN	OR52N5	39	320	Olfactory receptor
Q8NH57	O52P1_HUMAN	OR52P1P	33	311	Olfactory receptor
Q8NH59	O51Q1_HUMAN	OR51Q1	33	312	Olfactory receptor
Q8NH60	O52J3_HUMAN	OR52J3	33	311	Olfactory receptor
Q8NH61	O51F2_HUMAN	OR51F2	45	324	Olfactory receptor
Q8NH63	O51H1_HUMAN	OR51H1	33	302	Olfactory receptor
Q8NH64	O51A7_HUMAN	OR51A7	31	309	Olfactory receptor
Q8NH67	O52I2_HUMAN	OR52I2	61	341	Olfactory receptor
Q8NH69	OR5W2_HUMAN	OR5W2	31	307	Olfactory receptor
Q8NH70	O4A16_HUMAN	OR4A16	29	303	Olfactory receptor
Q8NH72	OR4C6_HUMAN	OR4C6	29	303	Olfactory receptor
Q8NH73	OR4S2_HUMAN	OR4S2	29	303	Olfactory receptor
Q8NH74	O10A6_HUMAN	OR10A6	31	308	Olfactory receptor
Q8NH76	O56B4_HUMAN	OR56B4	37	312	Olfactory receptor
Q8NH79	OR6X1_HUMAN	OR6X1	29	306	Olfactory receptor
Q8NH80	O10D3_HUMAN	OR10D3	31	306	Olfactory receptor
Q8NH81	O10G6_HUMAN	OR10G6	52	327	Olfactory receptor
Q8NH83	OR4A5_HUMAN	OR4A5	29	302	Olfactory receptor
Q8NH85	OR5R1_HUMAN	OR8U3	31	307	Olfactory receptor
Q8NH87	OR9G1_HUMAN	OR9G1	30	305	Olfactory receptor
Q8NH89	O5AK3_HUMAN	OR5AK3P	31	298	Olfactory receptor
Q8NH90	O5AK2_HUMAN	OR5AK2	31	307	Olfactory receptor
Q8NH92	OR1S1_HUMAN	OR1S1	44	321	Olfactory receptor
Q8NH93	OR1L3_HUMAN	OR1L3	31	307	Olfactory receptor
Q8NH94	OR1L1_HUMAN	OR1L1	81	357	Olfactory receptor
Q8NH95	O13C6_HUMAN	OR13C6P	32	147	Olfactory receptor
Q8NHA4	O2AE1_HUMAN	OR2AE1	31	307	Olfactory receptor
Q8NHA6	OR2W6_HUMAN	OR2W6P	37	313	Olfactory receptor
Q8NHA8	OR1FC_HUMAN	OR1F12P	31	308	Olfactory receptor
Q8NHB1	OR2V1_HUMAN	OR2V1	32	308	Olfactory receptor
Q8NHB7	OR5K1_HUMAN	OR5K1	31	308	Olfactory receptor
Q8NHB8	OR5K2_HUMAN	OR5K2	31	308	Olfactory receptor
Q8NHC4	O10J5_HUMAN	OR10J5	31	307	Olfactory receptor
Q8NHC5	O14AG_HUMAN	OR14A16	29	305	Olfactory receptor
Q8NHC6	O14L1_HUMAN	OR14L1P	32	306	Olfactory receptor
Q8NHC7	O14CZ_HUMAN	OR14C36	29	305	Olfactory receptor
Q8NHC8	OR2T6_HUMAN	OR2T6	31	307	Olfactory receptor
Q8TCB6	O51E1_HUMAN	OR51E1	33	310	Olfactory receptor
Q8WZ84	OR8D1_HUMAN	OR8D1	31	308	Olfactory receptor
Q8WZ92	OR5P2_HUMAN	OR5P2	27	304	Olfactory receptor
Q8WZ94	OR5P3_HUMAN	OR5P3	31	308	Olfactory receptor
Q8WZA6	OR1E3_HUMAN	OR1E3	31	308	Olfactory receptor
Q96KK4	O10C1_HUMAN	OR10C1	30	307	Olfactory receptor
Q96R08	OR5BC_HUMAN	OR5B12	29	305	Olfactory receptor
Q96R09	OR5B2_HUMAN	OR5B2	29	306	Olfactory receptor
Q96R27	OR2M4_HUMAN	OR2M4	29	308	Olfactory receptor
Q96R28	OR2M2_HUMAN	OR2M2	31	308	Olfactory receptor
Q96R30	OR2V2_HUMAN	OR2V2	32	308	Olfactory receptor
Q96R45	OR2A7_HUMAN	OR2A7	30	307	Olfactory receptor
Q96R47	O2A14_HUMAN	OR2A14	30	307	Olfactory receptor
Q96R48	OR2A5_HUMAN	OR2A5	30	308	Olfactory receptor
Q96R54	O14A2_HUMAN	OR14A2	29	306	Olfactory receptor
Q96R67	OR4CC_HUMAN	OR4C12	29	303	Olfactory receptor
Q96R69	OR4F4_HUMAN	OR4F4	23	296	Olfactory receptor
Q96R72	OR4K3_HUMAN	OR4K3	31	304	Olfactory receptor
Q96R84	OR1F2_HUMAN	OR1F2P	31	307	Olfactory receptor
Q96RA2	OR7D2_HUMAN	OR7D2	31	308	Olfactory receptor
Q96RB7	OR5MB_HUMAN	OR5M11	31	305	Olfactory receptor
Q96RC9	OR8B4_HUMAN	OR8B4	31	307	Olfactory receptor
Q96RD0	OR8B2_HUMAN	OR8B2	31	307	Olfactory receptor
Q96RD1	OR6C1_HUMAN	OR6C1	28	305	Olfactory receptor
Q96RD2	O52B2_HUMAN	OR52B2	33	312	Olfactory receptor
Q96RD3	O52E6_HUMAN	OR52E6	33	311	Olfactory receptor
Q9GZK3	OR2B2_HUMAN	OR2B2	31	308	Olfactory receptor
Q9GZK4	OR2H1_HUMAN	OR2H1	29	306	Olfactory receptor
Q9GZK6	OR2J1_HUMAN	OR2J1	32	308	Olfactory receptor
Q9GZK7	O11A1_HUMAN	OR11A1	33	309	Olfactory receptor
Q9GZM6	OR8D2_HUMAN	OR8D2	31	308	Olfactory receptor
Q9H205	O2AG1_HUMAN	OR2AG1	31	308	Olfactory receptor
Q9H207	O10A5_HUMAN	OR10A5	32	309	Olfactory receptor
Q9H208	O10A2_HUMAN	OR10A2	18	295	Olfactory receptor
Q9H209	O10A4_HUMAN	OR10A4	32	309	Olfactory receptor
Q9H210	OR2D2_HUMAN	OR2D2	31	306	Olfactory receptor
Q9H255	O51E2_HUMAN	OR51E2	30	309	Olfactory receptor
Q9H2C5	O52A5_HUMAN	OR52A5	33	313	Olfactory receptor
Q9H2C8	O51V1_HUMAN	OR51V1	40	319	Olfactory receptor
Q9H339	O51B5_HUMAN	OR51B5	29	308	Olfactory receptor
Q9H340	O51B6_HUMAN	OR51B6	29	307	Olfactory receptor
Q9H341	O51M1_HUMAN	OR51M1	43	322	Olfactory receptor
Q9H342	O51J1_HUMAN	OR51J1	34	312	Olfactory receptor
Q9H343	O51I1_HUMAN	OR51I1	33	312	Olfactory receptor
Q9H344	O51I2_HUMAN	OR51I2	31	310	Olfactory receptor
Q9H346	O52D1_HUMAN	OR52D1	34	313	Olfactory receptor
Q9NQN1	OR2S1_HUMAN	OR2S2	32	315	Olfactory receptor
Q9NZP0	OR6C3_HUMAN	OR6C3	28	305	Olfactory receptor
Q9NZP2	OR6C2_HUMAN	OR6C2	29	307	Olfactory receptor
Q9NZP5	O5AC2_HUMAN	OR5AC2	33	309	Olfactory receptor
Q9P1Q5	OR1A1_HUMAN	OR1A1	31	306	Olfactory receptor
Q9UGF5	O14J1_HUMAN	OR14J1	29	306	Olfactory receptor
Q9UGF6	OR5V1_HUMAN	OR5V1	31	307	Olfactory receptor
Q9UGF7	O12D3_HUMAN	OR12D3	29	307	Olfactory receptor
Q9UKL2	O52A1_HUMAN	OR52A1	33	312	Olfactory receptor
